Product Name,Description,URL,Page Number,Cleaned Description
Automated releases for npm packages.,Release npm package based on commit metadata,https://github.com/marketplace/actions/automated-releases-for-npm-packages,10,release npm package based commit metadata
Coveralls GitHub Action,"Send test coverage data to Coveralls.io for analysis, change tracking, and notifications",https://github.com/marketplace/actions/coveralls-github-action,10,send test coverage data coverallsio analysis change tracking notification
Cloudflare Pages GitHub Action,Publish to Cloudflare Pages,https://github.com/marketplace/actions/cloudflare-pages-github-action,10,publish cloudflare page
GitHub Pages,GitHub Action to deploy to GitHub Pages,https://github.com/marketplace/actions/github-pages,10,github action deploy github page
Push directory to another repository,"Useful to push files to another repository to be used, for example, via github pages",https://github.com/marketplace/actions/push-directory-to-another-repository,11,useful push file another repository used example via github page
size-limit-action,size-limit action,https://github.com/marketplace/actions/size-limit-action,11,sizelimit action
HashiCorp Vault,A Github Action that allows you to consume HashiCorp Vault™ secrets as secure environment variables,https://github.com/marketplace/actions/hashicorp-vault,11,github action allows consume hashicorp vault secret secure environment variable
Manual Workflow Approval,Pause a workflow and get user approval to continue,https://github.com/marketplace/actions/manual-workflow-approval,11,pause workflow get user approval continue
Sentry Release,GitHub Action for creating a release on Sentry,https://github.com/marketplace/actions/sentry-release,11,github action creating release sentry
Conform Action,Policy enforcement for your pipelines,https://github.com/marketplace/actions/conform-action,11,policy enforcement pipeline
Retry Step,Retry a step on failure or timeout,https://github.com/marketplace/actions/retry-step,11,retry step failure timeout
Create GitHub App Token,GitHub Action for creating a GitHub App installation access token,https://github.com/marketplace/actions/create-github-app-token,11,github action creating github app installation access token
Python Poetry Action,An action to run https://github.com/python-poetry/poetry,https://github.com/marketplace/actions/python-poetry-action,11,action run httpsgithubcompythonpoetrypoetry
Maester Action,Monitor your Microsoft 365 tenant s security configuration using Maester THE PowerShell-based test automation framework,https://github.com/marketplace/actions/maester-action,11,monitor microsoft tenant security configuration using maester powershellbased test automation framework
Comment Run Actions,Execute any script in a GitHub issue comment,https://github.com/marketplace/actions/comment-run-actions,11,execute script github issue comment
issue-metrics,A GitHub Action to report out issue metrics,https://github.com/marketplace/actions/issue-metrics,11,github action report issue metric
Check links with linkcheck,Blazing fast localhost crawling via the linkcheck tool.,https://github.com/marketplace/actions/check-links-with-linkcheck,11,blazing fast localhost crawling via linkcheck tool
Create .env file,GitHub Action to create a .env file with GitHub Secrets,https://github.com/marketplace/actions/create-env-file,11,github action create env file github secret
Flat Data,The GitHub action which powers data fetching for Flat,https://github.com/marketplace/actions/flat-data,11,github action power data fetching flat
Debugging with ssh,Debug your GitHub Actions Environment interactively by using SSH,https://github.com/marketplace/actions/debugging-with-ssh,11,debug github action environment interactively using ssh
Free Disk Space (Ubuntu),A configurable GitHub Action to free up disk space on an Ubuntu GitHub Actions runner,https://github.com/marketplace/actions/free-disk-space-ubuntu,11,configurable github action free disk space ubuntu github action runner
Auto Approve,Automatically approve pull requests,https://github.com/marketplace/actions/auto-approve,11,automatically approve pull request
Docker Layer Caching,Cache images created between main run and post run,https://github.com/marketplace/actions/docker-layer-caching,11,cache image created main run post run
branch-deploy,Enabling Branch Deployments through IssueOps with GitHub Actions,https://github.com/marketplace/actions/branch-deploy,11,enabling branch deployment issueops github action
Magic Nix Cache,"Free, no-configuration Nix cache. Cut CI time by 50% or more by caching to GitHub Actions cache",https://github.com/marketplace/actions/magic-nix-cache,12,free noconfiguration nix cache cut ci time caching github action cache
AWS Lambda Deploy,Deploying Lambda code to an existing function,https://github.com/marketplace/actions/aws-lambda-deploy,12,deploying lambda code existing function
markdown-link-check,Check if all links are valid in markdown files,https://github.com/marketplace/actions/markdown-link-check,12,check link valid markdown file
Setup Miniconda,Set up Conda package and environment manager with Miniconda,https://github.com/marketplace/actions/setup-miniconda,12,set conda package environment manager miniconda
Actions for Discord,Outputs a message to Discord,https://github.com/marketplace/actions/actions-for-discord,12,output message discord
TestForest Dashboard,Display test results summary in a GitHub Actions workflow,https://github.com/marketplace/actions/testforest-dashboard,12,display test result summary github action workflow
Maximize build disk space,Maximize the available disk space for your build job,https://github.com/marketplace/actions/maximize-build-disk-space,12,maximize available disk space build job
Authz0 scanner,Unauthorized access can be identified based on URLs and Roles Credentials,https://github.com/marketplace/actions/authz0-scanner,12,unauthorized access identified based url role credential
Github Sync,⤵️ Sync current repository with remote,https://github.com/marketplace/actions/github-sync,12,sync current repository remote
Fork Sync,Keep your fork up to date,https://github.com/marketplace/actions/fork-sync,12,keep fork date
setup-beam,"Set up a BEAM-based CI environment, supporting languages and tools such as Erlang/OTP, Elixir, Gleam, rebar3, and hex.",https://github.com/marketplace/actions/setup-beam,12,set beambased ci environment supporting language tool erlangotp elixir gleam rebar hex
Firebase App Distribution,GitHub Action that uploads artifacts to Firebase App Distribution,https://github.com/marketplace/actions/firebase-app-distribution,12,github action uploads artifact firebase app distribution
GitHub Deployments,GitHub action for working painlessly with deployment statuses,https://github.com/marketplace/actions/github-deployments,12,github action working painlessly deployment status
GitHub API Request,Send arbitrary requests to GitHub s REST API,https://github.com/marketplace/actions/github-api-request,12,send arbitrary request github rest api
Rust Release binary,Automate publishing Rust build artifacts for GitHub releases through GitHub Actions,https://github.com/marketplace/actions/rust-release-binary,12,automate publishing rust build artifact github release github action
